Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2009-03-15,Chelsea,Man City,1,0,H,84,79,5,28,58,85,39,0.6578947368421053,48,16,32,0.6071428571428571,28,35,55,-8,0.3947368421052632,45,36,9,0.35714285714285715,1,0,0,0,0,0,0,0,0.6,0.4,23,30,47,0.2631578947368421,0.24999999999999994,23
2009-03-16,West Ham,West Brom,0,0,D,76,71,5,28,39,49,-8,0.34210526315789475,34,34,0,0.39285714285714285,28,22,-1,-1,0.0,25,54,-29,0.21428571428571427,0,0,0,0,0,0,1,0,0.4,0.0,17,50,-7,0.34210526315789475,0.17857142857142858,29
2009-03-21,Blackburn,West Ham,1,1,D,76,76,0,29,30,58,2,0.3947368421052632,32,48,-16,0.2413793103448276,29,40,49,-8,0.34210526315789475,34,34,0,0.3793103448275862,0,0,0,0,0,0,0,0,0.4,0.4,-10,9,10,0.052631578947368474,-0.1379310344827586,-16
2009-03-21,Fulham,Man United,2,0,H,74,84,-10,29,37,36,-22,0.21052631578947367,28,26,2,0.3103448275862069,28,65,87,58,0.7105263157894737,49,16,33,0.7142857142857143,0,0,0,0,0,0,0,0,0.4,0.8,-28,-51,-80,-0.5,-0.4039408866995074,-31
2009-03-21,Newcastle,Arsenal,1,3,A,76,81,-5,29,29,43,-20,0.2894736842105263,35,46,-11,0.20689655172413793,29,52,83,43,0.631578947368421,45,26,19,0.4827586206896552,0,0,0,0,0,0,0,0,0.2,0.4,-23,-40,-63,-0.3421052631578947,-0.27586206896551724,-30
2009-03-21,Portsmouth,Everton,2,1,H,76,78,-2,28,29,57,8,0.42105263157894735,30,45,-15,0.25,29,48,65,22,0.5,39,29,10,0.4482758620689655,0,0,0,0,0,0,0,0,0.2,0.6,-19,-8,-14,-0.07894736842105265,-0.19827586206896552,-25
2009-03-21,Stoke,Middlesbrough,1,0,H,70,74,-4,29,29,-1,-1,0.0,28,47,-19,0.2413793103448276,29,27,42,-10,0.2631578947368421,21,41,-20,0.20689655172413793,0,0,0,0,0,0,0,0,0.2,0.2,2,-43,9,-0.2631578947368421,0.03448275862068967,1
2009-03-21,Tottenham,Chelsea,1,0,H,79,84,-5,29,35,46,5,0.2894736842105263,35,34,1,0.3103448275862069,29,61,85,39,0.6578947368421053,49,16,33,0.6206896551724138,0,0,0,0,1,0,0,0,0.6,0.8,-26,-39,-34,-0.368421052631579,-0.3103448275862069,-32
2009-03-21,West Brom,Bolton,1,1,D,71,74,-3,29,23,-1,-1,0.0,25,54,-29,0.20689655172413793,29,33,37,-18,0.2368421052631579,31,43,-12,0.3448275862068966,0,0,0,0,0,0,0,0,0.0,0.4,-10,-38,17,-0.2368421052631579,-0.13793103448275865,-17
2009-03-22,Liverpool,Aston Villa,5,0,H,81,78,3,29,61,76,39,0.5526315789473685,49,21,28,0.5862068965517241,29,52,60,20,0.42105263157894735,43,31,12,0.5172413793103449,0,0,0,0,0,0,0,0,0.6,0.2,9,16,19,0.13157894736842113,0.06896551724137923,16
2009-03-22,Man City,Sunderland,1,0,H,79,75,4,29,35,55,-8,0.3947368421052632,45,37,8,0.3448275862068966,29,32,39,-23,0.2894736842105263,29,38,-9,0.27586206896551724,0,0,0,0,0,0,0,0,0.2,0.2,3,16,15,0.10526315789473689,0.06896551724137934,17
2009-03-22,Wigan,Hull,1,0,H,73,71,2,29,38,40,-17,0.2631578947368421,29,28,1,0.3448275862068966,29,33,-1,-1,0.0,35,51,-16,0.27586206896551724,0,0,0,0,0,0,0,0,0.2,0.2,5,41,-16,0.2631578947368421,0.06896551724137934,17
2009-04-04,Arsenal,Man City,2,0,H,81,79,2,30,55,83,43,0.631578947368421,48,27,21,0.5,30,38,55,-8,0.3947368421052632,46,37,9,0.36666666666666664,1,0,0,0,0,0,0,0,0.6,0.4,17,28,51,0.2368421052631578,0.13333333333333336,12
2009-04-04,Blackburn,Tottenham,2,1,H,76,79,-3,30,31,58,2,0.3947368421052632,33,49,-16,0.23333333333333334,30,38,46,5,0.2894736842105263,36,34,2,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.8,-7,12,-3,0.10526315789473689,-0.09999999999999998,-18
2009-04-04,Bolton,Middlesbrough,4,1,H,74,74,0,30,34,37,-18,0.2368421052631579,32,44,-12,0.3333333333333333,30,27,42,-10,0.2631578947368421,21,42,-21,0.2,0,0,0,0,0,0,0,0,0.4,0.2,7,-5,-8,-0.02631578947368418,0.1333333333333333,9
2009-04-04,Fulham,Liverpool,0,1,A,74,81,-7,30,40,36,-22,0.21052631578947367,30,26,4,0.3333333333333333,30,64,76,39,0.5526315789473685,54,21,33,0.6,0,0,0,0,1,0,0,0,0.4,0.6,-24,-40,-61,-0.3421052631578948,-0.26666666666666666,-29
2009-04-04,Hull,Portsmouth,0,0,D,71,76,-5,30,33,-1,-1,0.0,35,52,-17,0.26666666666666666,29,32,57,8,0.42105263157894735,32,46,-14,0.27586206896551724,0,0,0,0,0,0,0,0,0.2,0.4,1,-58,-9,-0.42105263157894735,-0.009195402298850575,-3
2009-04-04,Newcastle,Chelsea,0,2,A,76,84,-8,30,29,43,-20,0.2894736842105263,36,49,-13,0.2,30,61,85,39,0.6578947368421053,49,17,32,0.6,0,0,0,0,0,0,0,0,0.0,0.8,-32,-42,-59,-0.368421052631579,-0.39999999999999997,-45
2009-04-04,West Brom,Stoke,0,2,A,71,70,1,30,24,-1,-1,0.0,26,55,-29,0.2,30,32,-1,-1,0.0,29,47,-18,0.26666666666666666,0,0,0,0,0,0,0,0,0.0,0.4,-8,0,0,0.0,-0.06666666666666665,-11
2009-04-04,West Ham,Sunderland,2,0,H,76,75,1,30,41,49,-8,0.34210526315789475,35,35,0,0.36666666666666664,30,32,39,-23,0.2894736842105263,29,39,-10,0.26666666666666666,0,0,0,0,0,0,0,0,0.4,0.0,9,10,15,0.05263157894736842,0.09999999999999998,10
2009-04-05,Everton,Wigan,4,0,H,78,73,5,30,48,65,22,0.5,40,31,9,0.43333333333333335,30,41,40,-17,0.2631578947368421,30,28,2,0.36666666666666664,0,0,0,0,0,0,0,0,0.4,0.4,7,25,39,0.2368421052631579,0.06666666666666671,7
2009-04-05,Man United,Aston Villa,3,2,H,84,78,6,29,65,87,58,0.7105263157894737,49,18,31,0.6896551724137931,30,52,60,20,0.42105263157894735,43,36,7,0.5,0,0,0,0,0,0,1,0,0.6,0.0,13,27,38,0.2894736842105263,0.18965517241379315,24
2009-04-11,Chelsea,Bolton,4,3,H,84,74,10,31,64,85,39,0.6578947368421053,51,17,34,0.6129032258064516,31,37,37,-18,0.2368421052631579,36,45,-9,0.3548387096774194,0,0,0,0,0,0,0,0,0.8,0.4,27,48,57,0.4210526315789474,0.25806451612903225,43
2009-04-11,Liverpool,Blackburn,4,0,H,81,76,5,31,67,76,39,0.5526315789473685,55,21,34,0.6129032258064516,31,34,58,2,0.3947368421052632,35,50,-15,0.25806451612903225,1,0,0,0,0,0,0,0,0.8,0.4,33,18,37,0.15789473684210525,0.3548387096774194,49
2009-04-11,Middlesbrough,Hull,3,1,H,74,71,3,31,27,42,-10,0.2631578947368421,22,46,-24,0.1935483870967742,31,34,-1,-1,0.0,35,52,-17,0.25806451612903225,0,0,0,0,0,0,0,0,0.2,0.2,-7,43,-9,0.2631578947368421,-0.06451612903225806,-7
2009-04-11,Portsmouth,West Brom,2,2,D,76,71,5,30,33,57,8,0.42105263157894735,32,46,-14,0.26666666666666666,31,24,-1,-1,0.0,26,57,-31,0.1935483870967742,0,0,0,0,0,0,0,0,0.2,0.0,9,58,9,0.42105263157894735,0.07311827956989247,17
2009-04-11,Stoke,Newcastle,1,1,D,70,76,-6,31,35,-1,-1,0.0,31,47,-16,0.2903225806451613,31,29,43,-20,0.2894736842105263,36,51,-15,0.1935483870967742,0,0,0,0,0,0,0,0,0.6,0.0,6,-44,19,-0.2894736842105263,0.09677419354838712,-1
2009-04-11,Sunderland,Man United,1,2,A,75,84,-9,31,32,39,-23,0.2894736842105263,29,41,-12,0.25806451612903225,30,68,87,58,0.7105263157894737,52,20,32,0.7,0,0,1,0,0,0,0,0,0.0,0.6,-36,-48,-81,-0.42105263157894735,-0.4419354838709677,-44
2009-04-11,Tottenham,West Ham,1,0,H,79,76,3,31,38,46,5,0.2894736842105263,37,36,1,0.3225806451612903,31,44,49,-8,0.34210526315789475,37,35,2,0.3870967741935484,0,0,0,0,0,0,0,0,0.6,0.6,-6,-3,13,-0.05263157894736842,-0.06451612903225806,-1
2009-04-11,Wigan,Arsenal,1,4,A,73,81,-8,31,41,40,-17,0.2631578947368421,30,32,-2,0.3548387096774194,31,58,83,43,0.631578947368421,50,27,23,0.5161290322580645,0,0,0,0,1,0,0,0,0.4,0.8,-17,-43,-60,-0.3684210526315789,-0.16129032258064513,-25
2009-04-12,Aston Villa,Everton,3,3,D,78,78,0,31,52,60,20,0.42105263157894735,45,39,6,0.4838709677419355,31,51,65,22,0.5,44,31,13,0.45161290322580644,0,0,1,0,0,0,0,0,0.0,0.6,1,-5,-2,-0.07894736842105265,0.03225806451612906,-7
2009-04-12,Man City,Fulham,1,3,A,79,74,5,31,38,55,-8,0.3947368421052632,46,39,7,0.3548387096774194,31,40,36,-22,0.21052631578947367,30,27,3,0.3225806451612903,0,0,0,0,0,0,0,0,0.4,0.4,-2,19,14,0.18421052631578955,0.03225806451612906,4
2009-04-18,Aston Villa,West Ham,1,1,D,78,76,2,32,53,60,20,0.42105263157894735,48,42,6,0.46875,32,44,49,-8,0.34210526315789475,37,36,1,0.375,0,0,0,0,0,0,0,0,0.0,0.4,9,11,28,0.0789473684210526,0.09375,5
2009-04-18,Middlesbrough,Fulham,0,0,D,74,74,0,32,30,42,-10,0.2631578947368421,25,47,-22,0.21875,32,43,36,-22,0.21052631578947367,33,28,5,0.34375,0,0,0,0,0,0,0,0,0.2,0.6,-13,6,12,0.05263157894736842,-0.125,-27
2009-04-18,Portsmouth,Bolton,1,0,H,76,74,2,31,34,57,8,0.42105263157894735,34,48,-14,0.25806451612903225,32,37,37,-18,0.2368421052631579,39,49,-10,0.34375,0,0,0,0,0,0,0,0,0.2,0.2,-3,20,26,0.18421052631578944,-0.08568548387096775,-4
2009-04-18,Stoke,Blackburn,1,0,H,70,76,-6,32,36,-1,-1,0.0,32,48,-16,0.28125,32,34,58,2,0.3947368421052632,35,54,-19,0.25,0,0,0,0,0,0,0,0,0.6,0.4,2,-59,-3,-0.3947368421052632,0.03125,3
2009-04-18,Sunderland,Hull,1,0,H,75,71,4,32,32,39,-23,0.2894736842105263,30,43,-13,0.25,32,34,-1,-1,0.0,36,55,-19,0.25,0,0,1,0,0,0,0,0,0.0,0.2,-2,40,-22,0.2894736842105263,0.0,6
2009-04-19,Man City,West Brom,4,2,H,79,71,8,32,38,55,-8,0.3947368421052632,47,42,5,0.34375,32,25,-1,-1,0.0,28,59,-31,0.1875,0,0,0,0,0,0,0,0,0.4,0.0,13,56,-7,0.3947368421052632,0.15625,36
2009-04-19,Tottenham,Newcastle,1,0,H,79,76,3,32,41,46,5,0.2894736842105263,38,36,2,0.34375,32,30,43,-20,0.2894736842105263,37,52,-15,0.1875,0,0,0,0,0,0,0,0,0.6,0.0,11,3,25,0.0,0.15625,17
2009-04-21,Liverpool,Arsenal,4,4,D,81,81,0,32,70,76,39,0.5526315789473685,59,21,38,0.625,32,61,83,43,0.631578947368421,54,28,26,0.53125,1,1,0,0,1,1,0,0,1.0,1.0,9,-7,-4,-0.07894736842105254,0.09375,12
2009-04-22,Chelsea,Everton,0,0,D,84,78,6,32,67,85,39,0.6578947368421053,55,20,35,0.625,32,52,65,22,0.5,47,34,13,0.4375,0,0,0,0,0,0,0,0,0.8,0.4,15,20,17,0.1578947368421053,0.1875,22
2009-04-22,Man United,Portsmouth,2,0,H,84,76,8,31,71,87,58,0.7105263157894737,54,21,33,0.7096774193548387,32,37,57,8,0.42105263157894735,35,48,-13,0.28125,0,0,0,0,0,0,0,0,0.6,0.4,34,30,50,0.2894736842105263,0.42842741935483875,46
2009-04-25,Bolton,Aston Villa,1,1,D,74,78,-4,33,37,37,-18,0.2368421052631579,39,50,-11,0.3333333333333333,33,54,60,20,0.42105263157894735,49,43,6,0.45454545454545453,0,0,0,0,0,0,0,0,0.2,0.0,-17,-23,-38,-0.18421052631578944,-0.12121212121212122,-17
2009-04-25,Everton,Man City,1,2,A,78,79,-1,33,53,65,22,0.5,47,34,13,0.42424242424242425,33,41,55,-8,0.3947368421052632,51,44,7,0.36363636363636365,0,0,0,0,0,0,0,0,0.4,0.4,12,10,30,0.10526315789473678,0.06060606060606061,6
2009-04-25,Fulham,Stoke,1,0,H,74,70,4,33,44,36,-22,0.21052631578947367,33,28,5,0.3333333333333333,33,39,-1,-1,0.0,33,48,-15,0.30303030303030304,0,0,0,0,0,0,0,0,0.6,0.6,5,37,-21,0.21052631578947367,0.030303030303030276,20
2009-04-25,Hull,Liverpool,1,3,A,71,81,-10,33,34,-1,-1,0.0,36,56,-20,0.24242424242424243,33,71,76,39,0.5526315789473685,63,25,38,0.6060606060606061,0,0,0,0,0,0,0,0,0.0,0.8,-37,-77,-40,-0.5526315789473685,-0.36363636363636365,-58
2009-04-25,Man United,Tottenham,5,2,H,84,79,5,32,74,87,58,0.7105263157894737,56,21,35,0.71875,33,44,46,5,0.2894736842105263,39,36,3,0.36363636363636365,1,0,0,0,0,0,0,0,0.6,0.8,30,41,53,0.42105263157894735,0.35511363636363635,32
2009-04-25,West Brom,Sunderland,3,0,H,71,75,-4,33,25,-1,-1,0.0,30,63,-33,0.18181818181818182,33,35,39,-23,0.2894736842105263,31,43,-12,0.2727272727272727,0,0,0,0,0,0,0,0,0.0,0.2,-10,-40,22,-0.2894736842105263,-0.09090909090909088,-21
2009-04-25,West Ham,Chelsea,0,1,A,76,84,-8,33,45,49,-8,0.34210526315789475,38,37,1,0.36363636363636365,33,68,85,39,0.6578947368421053,55,20,35,0.6060606060606061,0,0,0,0,0,0,0,0,0.2,0.6,-23,-36,-47,-0.31578947368421056,-0.24242424242424243,-34
2009-04-26,Arsenal,Middlesbrough,2,0,H,81,74,7,33,62,83,43,0.631578947368421,58,32,26,0.5151515151515151,33,31,42,-10,0.2631578947368421,25,47,-22,0.21212121212121213,0,0,0,0,0,0,0,0,0.8,0.2,31,41,53,0.3684210526315789,0.303030303030303,48
2009-04-26,Blackburn,Wigan,2,0,H,76,73,3,33,34,58,2,0.3947368421052632,35,55,-20,0.24242424242424243,32,41,40,-17,0.2631578947368421,31,36,-5,0.34375,0,0,0,0,0,0,0,0,0.2,0.4,-7,18,19,0.13157894736842113,-0.10132575757575757,-15
2009-04-27,Newcastle,Portsmouth,0,0,D,76,76,0,33,30,43,-20,0.2894736842105263,37,53,-16,0.18181818181818182,33,37,57,8,0.42105263157894735,35,50,-15,0.2727272727272727,0,0,0,0,0,0,0,0,0.0,0.4,-7,-14,-28,-0.13157894736842102,-0.09090909090909088,-1
2009-05-02,Chelsea,Fulham,3,1,H,84,74,10,34,71,85,39,0.6578947368421053,56,20,36,0.6176470588235294,34,47,36,-22,0.21052631578947367,34,28,6,0.35294117647058826,0,0,0,0,0,0,0,0,0.6,0.6,24,49,61,0.44736842105263164,0.2647058823529412,30
2009-05-02,Man City,Blackburn,3,1,H,79,76,3,34,44,55,-8,0.3947368421052632,53,45,8,0.38235294117647056,34,37,58,2,0.3947368421052632,37,55,-18,0.2647058823529412,0,0,0,0,0,0,0,0,0.6,0.4,7,-3,-10,0.0,0.11764705882352938,26
2009-05-02,Middlesbrough,Man United,0,2,A,74,84,-10,34,31,42,-10,0.2631578947368421,25,49,-24,0.20588235294117646,33,77,87,58,0.7105263157894737,61,23,38,0.7272727272727273,0,0,0,0,1,0,0,0,0.2,0.8,-46,-45,-68,-0.4473684210526316,-0.5213903743315509,-62
2009-05-02,Portsmouth,Arsenal,0,3,A,76,81,-5,34,38,57,8,0.42105263157894735,35,50,-15,0.2647058823529412,34,65,83,43,0.631578947368421,60,32,28,0.5294117647058824,0,0,0,0,0,0,0,0,0.2,0.8,-27,-26,-35,-0.21052631578947367,-0.2647058823529412,-43
2009-05-02,Stoke,West Ham,0,1,A,70,76,-6,34,39,-1,-1,0.0,33,49,-16,0.29411764705882354,34,45,49,-8,0.34210526315789475,38,38,0,0.35294117647058826,0,0,0,0,0,0,0,0,0.6,0.2,-6,-50,7,-0.34210526315789475,-0.05882352941176472,-16
2009-05-02,Tottenham,West Brom,1,0,H,79,71,8,34,44,46,5,0.2894736842105263,41,41,0,0.35294117647058826,34,28,-1,-1,0.0,33,63,-30,0.20588235294117646,0,0,0,0,0,0,0,0,0.6,0.2,16,47,6,0.2894736842105263,0.1470588235294118,30
2009-05-02,Wigan,Bolton,0,0,D,73,74,-1,33,41,40,-17,0.2631578947368421,31,38,-7,0.3333333333333333,34,38,37,-18,0.2368421052631579,40,51,-11,0.3235294117647059,0,0,1,0,0,0,0,0,0.4,0.2,3,3,1,0.02631578947368418,0.009803921568627416,4
2009-05-03,Liverpool,Newcastle,3,0,H,81,76,5,34,74,76,39,0.5526315789473685,66,26,40,0.6176470588235294,34,31,43,-20,0.2894736842105263,37,53,-16,0.17647058823529413,0,0,0,0,0,0,0,0,0.8,0.0,43,33,59,0.26315789473684215,0.4411764705882353,56
2009-05-03,Sunderland,Everton,0,2,A,75,78,-3,34,35,39,-23,0.2894736842105263,31,46,-15,0.2647058823529412,34,53,65,22,0.5,48,36,12,0.4117647058823529,0,0,0,0,0,0,0,0,0.2,0.2,-18,-26,-45,-0.21052631578947367,-0.14705882352941174,-27
2009-05-04,Aston Villa,Hull,1,0,H,78,71,7,34,55,60,20,0.42105263157894735,50,44,6,0.4411764705882353,34,34,-1,-1,0.0,37,59,-22,0.23529411764705882,0,0,0,0,0,0,1,0,0.0,0.0,21,61,21,0.42105263157894735,0.20588235294117646,28
2009-05-09,Blackburn,Portsmouth,2,0,H,76,76,0,35,37,58,2,0.3947368421052632,38,58,-20,0.2571428571428571,35,38,57,8,0.42105263157894735,35,53,-18,0.2571428571428571,0,0,0,0,0,0,0,0,0.4,0.2,-1,1,-6,-0.026315789473684126,0.0,-2
2009-05-09,Bolton,Sunderland,0,0,D,74,75,-1,35,39,37,-18,0.2368421052631579,40,51,-11,0.3142857142857143,35,35,39,-23,0.2894736842105263,31,48,-17,0.2571428571428571,0,0,0,0,0,0,0,0,0.2,0.2,4,-2,5,-0.05263157894736842,0.05714285714285716,6
2009-05-09,Everton,Tottenham,0,0,D,78,79,-1,35,56,65,22,0.5,50,36,14,0.42857142857142855,35,47,46,5,0.2894736842105263,42,41,1,0.37142857142857144,0,0,0,0,0,0,0,0,0.4,0.6,9,19,17,0.21052631578947367,0.057142857142857106,13
2009-05-09,Fulham,Aston Villa,3,1,H,74,78,-4,35,47,36,-22,0.21052631578947367,35,31,4,0.34285714285714286,35,58,60,20,0.42105263157894735,51,44,7,0.45714285714285713,0,0,0,0,0,0,0,0,0.4,0.2,-11,-24,-42,-0.21052631578947367,-0.11428571428571427,-3
2009-05-09,Hull,Stoke,1,2,A,71,70,1,35,34,-1,-1,0.0,37,60,-23,0.22857142857142856,35,39,-1,-1,0.0,33,50,-17,0.2857142857142857,0,0,1,0,0,0,0,0,0.0,0.4,-5,0,0,0.0,-0.057142857142857134,-6
2009-05-09,West Brom,Wigan,3,1,H,71,73,-2,35,28,-1,-1,0.0,33,64,-31,0.2,34,42,40,-17,0.2631578947368421,31,38,-7,0.3235294117647059,0,0,0,0,0,0,0,0,0.2,0.2,-14,-41,16,-0.2631578947368421,-0.12352941176470589,-24
2009-05-09,West Ham,Liverpool,0,3,A,76,81,-5,35,48,49,-8,0.34210526315789475,39,38,1,0.37142857142857144,35,77,76,39,0.5526315789473685,69,26,43,0.6285714285714286,0,0,0,0,0,0,0,0,0.4,0.8,-29,-27,-47,-0.21052631578947373,-0.2571428571428571,-42
2009-05-10,Arsenal,Chelsea,1,4,A,81,84,-3,35,68,83,43,0.631578947368421,63,32,31,0.5428571428571428,35,74,85,39,0.6578947368421053,59,21,38,0.6285714285714286,0,0,0,0,0,0,0,0,0.8,0.8,-6,-2,4,-0.026315789473684292,-0.08571428571428574,-7
2009-05-10,Man United,Man City,2,0,H,84,79,5,34,80,87,58,0.7105263157894737,63,23,40,0.7352941176470589,35,47,55,-8,0.3947368421052632,56,46,10,0.4,1,1,0,0,1,0,0,0,1.0,0.6,33,32,66,0.31578947368421045,0.33529411764705885,30
2009-05-11,Newcastle,Middlesbrough,3,1,H,76,74,2,35,31,43,-20,0.2894736842105263,37,56,-19,0.17142857142857143,35,31,42,-10,0.2631578947368421,25,51,-26,0.2,0,0,0,0,0,0,0,0,0.0,0.2,0,1,-10,0.026315789473684237,-0.02857142857142858,7
2009-05-13,Wigan,Man United,1,2,A,73,84,-11,35,42,40,-17,0.2631578947368421,32,41,-9,0.3142857142857143,35,83,87,58,0.7105263157894737,65,23,42,0.7428571428571429,0,0,0,0,1,1,0,0,0.0,1.0,-41,-47,-75,-0.4473684210526316,-0.4285714285714286,-51
2009-05-16,Bolton,Hull,1,1,D,74,71,3,36,40,37,-18,0.2368421052631579,40,51,-11,0.3055555555555556,36,34,-1,-1,0.0,38,62,-24,0.2222222222222222,0,0,0,0,0,0,1,1,0.0,0.0,6,38,-17,0.2368421052631579,0.08333333333333337,13
2009-05-16,Everton,West Ham,3,1,H,78,76,2,36,57,65,22,0.5,50,36,14,0.4166666666666667,36,48,49,-8,0.34210526315789475,39,41,-2,0.3611111111111111,0,0,0,0,0,0,0,0,0.2,0.2,9,16,30,0.15789473684210525,0.05555555555555558,16
2009-05-16,Man United,Arsenal,0,0,D,84,81,3,36,86,87,58,0.7105263157894737,67,24,43,0.75,36,68,83,43,0.631578947368421,64,36,28,0.5277777777777778,1,1,0,0,0,0,0,0,1.0,0.6,18,4,15,0.07894736842105265,0.2222222222222222,15
2009-05-16,Middlesbrough,Aston Villa,1,1,D,74,78,-4,36,31,42,-10,0.2631578947368421,26,54,-28,0.19444444444444445,36,58,60,20,0.42105263157894735,52,47,5,0.4444444444444444,0,0,1,0,0,0,0,0,0.2,0.2,-27,-18,-30,-0.15789473684210525,-0.24999999999999997,-33
2009-05-16,Newcastle,Fulham,0,1,A,76,74,2,36,34,43,-20,0.2894736842105263,40,57,-17,0.19444444444444445,36,50,36,-22,0.21052631578947367,38,32,6,0.3611111111111111,0,0,0,0,0,0,0,0,0.2,0.6,-16,7,2,0.07894736842105265,-0.16666666666666666,-23
2009-05-16,Stoke,Wigan,2,0,H,70,73,-3,36,42,-1,-1,0.0,35,51,-16,0.3055555555555556,36,42,40,-17,0.2631578947368421,33,43,-10,0.3055555555555556,0,0,0,0,0,0,0,0,0.4,0.0,0,-41,16,-0.2631578947368421,0.0,-6
2009-05-16,Tottenham,Man City,2,1,H,79,79,0,36,48,46,5,0.2894736842105263,42,41,1,0.3611111111111111,36,47,55,-8,0.3947368421052632,56,48,8,0.3888888888888889,0,0,0,0,0,0,0,0,0.6,0.6,1,-9,13,-0.10526315789473689,-0.02777777777777779,-7
2009-05-17,Chelsea,Blackburn,2,0,H,84,76,8,36,77,85,39,0.6578947368421053,63,22,41,0.6388888888888888,36,40,58,2,0.3947368421052632,40,58,-18,0.2777777777777778,1,0,0,0,0,0,0,0,0.8,0.4,37,27,37,0.2631578947368421,0.36111111111111105,59
2009-05-17,West Brom,Liverpool,0,2,A,71,81,-10,36,31,-1,-1,0.0,36,65,-29,0.2222222222222222,36,80,76,39,0.5526315789473685,72,26,46,0.6388888888888888,0,0,0,0,1,0,0,0,0.4,0.8,-49,-77,-40,-0.5526315789473685,-0.41666666666666663,-75
2009-05-18,Portsmouth,Sunderland,3,1,H,76,75,1,36,38,57,8,0.42105263157894735,35,55,-20,0.25,36,36,39,-23,0.2894736842105263,31,48,-17,0.25,0,0,0,0,0,0,0,0,0.2,0.2,2,18,31,0.13157894736842102,0.0,-3
2009-05-24,Arsenal,Stoke,4,1,H,81,70,11,37,69,83,43,0.631578947368421,64,36,28,0.5135135135135135,37,45,-1,-1,0.0,37,51,-14,0.32432432432432434,0,0,0,0,0,0,0,0,0.4,0.6,24,84,44,0.631578947368421,0.18918918918918914,42
2009-05-24,Aston Villa,Newcastle,1,0,H,78,76,2,37,59,60,20,0.42105263157894735,53,48,5,0.43243243243243246,37,34,43,-20,0.2894736842105263,40,58,-18,0.1891891891891892,0,0,0,0,0,0,0,0,0.2,0.2,25,17,40,0.13157894736842102,0.24324324324324326,23
2009-05-24,Blackburn,West Brom,0,0,D,76,71,5,37,40,58,2,0.3947368421052632,40,60,-20,0.2702702702702703,37,31,-1,-1,0.0,36,67,-31,0.21621621621621623,0,0,0,0,0,0,0,0,0.4,0.4,9,59,3,0.3947368421052632,0.05405405405405406,11
2009-05-24,Fulham,Everton,0,2,A,74,78,-4,37,53,36,-22,0.21052631578947367,39,32,7,0.3783783783783784,37,60,65,22,0.5,53,37,16,0.43243243243243246,0,0,0,0,0,0,0,0,0.6,0.4,-7,-29,-44,-0.2894736842105263,-0.05405405405405406,-9
2009-05-24,Hull,Man United,0,1,A,71,84,-13,37,35,-1,-1,0.0,39,63,-24,0.21621621621621623,37,87,87,58,0.7105263157894737,67,24,43,0.7297297297297297,0,0,0,0,0,0,0,0,0.0,0.8,-52,-88,-59,-0.7105263157894737,-0.5135135135135135,-67
2009-05-24,Liverpool,Tottenham,3,1,H,81,79,2,37,83,76,39,0.5526315789473685,74,26,48,0.6486486486486487,37,51,46,5,0.2894736842105263,44,42,2,0.3783783783783784,1,0,0,0,0,0,0,0,0.8,0.6,32,30,34,0.26315789473684215,0.2702702702702703,46
2009-05-24,Man City,Bolton,1,0,H,79,74,5,37,47,55,-8,0.3947368421052632,57,50,7,0.3783783783783784,37,41,37,-18,0.2368421052631579,41,52,-11,0.2972972972972973,0,0,0,0,0,0,0,0,0.6,0.0,6,18,10,0.1578947368421053,0.08108108108108109,18
2009-05-24,Sunderland,Chelsea,2,3,A,75,84,-9,37,36,39,-23,0.2894736842105263,32,51,-19,0.24324324324324326,37,80,85,39,0.6578947368421053,65,22,43,0.6486486486486487,0,0,0,0,1,0,0,0,0.2,0.8,-44,-46,-62,-0.368421052631579,-0.40540540540540543,-62
2009-05-24,West Ham,Middlesbrough,2,1,H,76,74,2,37,48,49,-8,0.34210526315789475,40,44,-4,0.35135135135135137,37,32,42,-10,0.2631578947368421,27,55,-28,0.1891891891891892,0,0,0,0,0,0,0,0,0.2,0.0,16,7,2,0.07894736842105265,0.16216216216216217,24
2009-05-24,Wigan,Portsmouth,1,0,H,73,76,-3,37,42,40,-17,0.2631578947368421,33,45,-12,0.2972972972972973,37,41,57,8,0.42105263157894735,38,56,-18,0.2702702702702703,0,0,1,0,0,0,0,0,0.0,0.2,1,-17,-25,-0.15789473684210525,0.02702702702702703,6
